customer_name,gender,age,city,state,order_date,delivery_date,sales_id,price_per_unit,quantity,total_price,product_type,product_name,size,colour,Stock,delivery_days,month,age group
Brian Finnes,Genderqueer,25,New Codyville,Victoria,2021-07-16,2021-08-12,3976,98,2,196,Shirt,Camp Collared,XS,violet,72,27,2021-07-01,Young
Brian Finnes,Genderqueer,25,New Codyville,Victoria,2021-07-16,2021-08-12,3977,91,1,91,Shirt,Linen,L,green,72,27,2021-07-01,Young
Brian Finnes,Genderqueer,25,New Codyville,Victoria,2021-07-16,2021-08-12,3978,106,2,212,Trousers,Wool,L,indigo,41,27,2021-07-01,Young
Brian Finnes,Genderqueer,25,New Codyville,Victoria,2021-07-16,2021-08-12,3979,118,3,354,Jacket,Puffer,M,blue,60,27,2021-07-01,Young
Brian Finnes,Genderqueer,25,New Codyville,Victoria,2021-07-16,2021-08-12,3980,92,2,184,Shirt,Denim,S,indigo,69,27,2021-07-01,Young
Chancey Iacovozzo,Agender,60,West John,Tasmania,2021-09-30,2021-10-25,1474,102,2,204,Jacket,Windbreaker,L,violet,72,25,2021-09-01,Senior
Nicole Cheel,Genderfluid,48,West Danieltown,Victoria,2021-07-01,2021-07-07,151,118,2,236,Jacket,Puffer,S,violet,46,6,2021-07-01,Middle Aged
Nicole Cheel,Genderfluid,48,West Danieltown,Victoria,2021-07-01,2021-07-07,152,99,3,297,Trousers,High-Waisted,L,green,75,6,2021-07-01,Middle Aged
Nicole Cheel,Genderfluid,48,West Danieltown,Victoria,2021-07-01,2021-07-07,153,109,3,327,Shirt,Mandarin Collar,M,orange,78,6,2021-07-01,Middle Aged
Nicole Cheel,Genderfluid,48,West Danieltown,Victoria,2021-07-01,2021-07-07,154,97,3,291,Trousers,Slim-Fit,XS,yellow,59,6,2021-07-01,Middle Aged
Nicole Cheel,Genderfluid,48,West Danieltown,Victoria,2021-07-01,2021-07-07,155,102,2,204,Jacket,Windbreaker,S,blue,41,6,2021-07-01,Middle Aged
Ondrea Apark,Agender,44,North Riley,Victoria,2021-03-15,2021-04-10,4117,112,1,112,Trousers,Tracksuit Bottoms,XS,green,69,26,2021-03-01,Middle Aged
Ondrea Apark,Agender,44,North Riley,Victoria,2021-03-15,2021-04-10,4118,96,3,288,Trousers,Drawstring,S,blue,48,26,2021-03-01,Middle Aged
Leanna Busson,Female,30,Johnstonhaven,Northern Territory,2021-03-06,2021-04-01,3324,98,2,196,Jacket,Leather,XS,red,67,26,2021-03-01,Young
Leanna Busson,Female,30,Johnstonhaven,Northern Territory,2021-03-06,2021-04-01,3325,91,2,182,Jacket,Pullover,M,blue,44,26,2021-03-01,Young
Leanna Busson,Female,30,Johnstonhaven,Northern Territory,2021-03-06,2021-04-01,3326,98,1,98,Shirt,Camp Collared,XL,red,79,26,2021-03-01,Young
Leanna Busson,Female,30,Johnstonhaven,Northern Territory,2021-03-06,2021-04-01,3327,91,3,273,Jacket,Pullover,XL,green,65,26,2021-03-01,Young
Marthena Matterson,Bigender,36,Goodwinmouth,South Australia,2021-10-17,2021-11-07,725,109,1,109,Shirt,Mandarin Collar,M,violet,76,21,2021-10-01,Middle Aged
Marthena Matterson,Bigender,36,Goodwinmouth,South Australia,2021-10-17,2021-11-07,726,90,1,90,Trousers,Relaxed Leg,L,indigo,48,21,2021-10-01,Middle Aged
Marthena Matterson,Bigender,36,Goodwinmouth,South Australia,2021-10-17,2021-11-07,727,91,1,91,Shirt,Linen,XL,violet,73,21,2021-10-01,Middle Aged
Marthena Matterson,Bigender,36,Goodwinmouth,South Australia,2021-10-17,2021-11-07,728,93,2,186,Jacket,Coach,XS,red,71,21,2021-10-01,Middle Aged
Marthena Matterson,Bigender,36,Goodwinmouth,South Australia,2021-10-17,2021-11-07,729,112,2,224,Jacket,Cardigan,XS,violet,40,21,2021-10-01,Middle Aged
Gareth Bindon,Female,42,West Sebastianfort,Victoria,2021-06-01,2021-06-16,1002,95,1,95,Shirt,Polo,XL,red,76,15,2021-06-01,Middle Aged
Gareth Bindon,Female,42,West Sebastianfort,Victoria,2021-06-01,2021-06-16,1003,104,3,312,Shirt,Dress,S,violet,69,15,2021-06-01,Middle Aged
Gareth Bindon,Female,42,West Sebastianfort,Victoria,2021-06-01,2021-06-16,1004,109,2,218,Shirt,Mandarin Collar,XS,indigo,80,15,2021-06-01,Middle Aged
Gareth Bindon,Female,42,West Sebastianfort,Victoria,2021-06-01,2021-06-16,1005,98,2,196,Jacket,Leather,S,green,77,15,2021-06-01,Middle Aged
Gareth Bindon,Female,42,West Sebastianfort,Victoria,2021-06-01,2021-06-16,1006,96,1,96,Trousers,Drawstring,M,red,70,15,2021-06-01,Middle Aged
Gareth Bindon,Female,42,West Sebastianfort,Victoria,2021-06-01,2021-06-16,1007,98,3,294,Jacket,Leather,L,indigo,79,15,2021-06-01,Middle Aged
Leanna Busson,Female,30,Johnstonhaven,Northern Territory,2021-02-18,2021-03-01,3639,98,3,294,Shirt,Camp Collared,M,blue,65,11,2021-02-01,Young
Leanna Busson,Female,30,Johnstonhaven,Northern Territory,2021-02-18,2021-03-01,3640,98,1,98,Jacket,Leather,L,violet,78,11,2021-02-01,Young
Dare Andrich,Agender,79,East Alex,New South Wales,2021-09-14,2021-09-27,1037,95,3,285,Shirt,Polo,M,green,62,13,2021-09-01,Senior
Dare Andrich,Agender,79,East Alex,New South Wales,2021-09-14,2021-09-27,1038,94,1,94,Trousers,Cords,M,violet,77,13,2021-09-01,Senior
Dare Andrich,Agender,79,East Alex,New South Wales,2021-09-14,2021-09-27,1039,109,3,327,Jacket,Peacoat,XL,blue,77,13,2021-09-01,Senior
Dare Andrich,Agender,79,East Alex,New South Wales,2021-09-14,2021-09-27,1040,106,2,212,Trousers,Wool,M,indigo,56,13,2021-09-01,Senior
Dare Andrich,Agender,79,East Alex,New South Wales,2021-09-14,2021-09-27,1041,109,1,109,Jacket,Peacoat,M,red,59,13,2021-09-01,Senior
Dare Andrich,Agender,79,East Alex,New South Wales,2021-09-14,2021-09-27,1042,104,1,104,Shirt,Dress,XS,blue,41,13,2021-09-01,Senior
Dare Andrich,Agender,79,East Alex,New South Wales,2021-09-14,2021-09-27,1043,102,3,306,Jacket,Windbreaker,M,violet,64,13,2021-09-01,Senior
Denice Ledrane,Bigender,32,New Beaumouth,Australian Capital Territory,2021-10-14,2021-11-08,1029,115,3,345,Trousers,Cropped,M,red,50,25,2021-10-01,Young
Denice Ledrane,Bigender,32,New Beaumouth,Australian Capital Territory,2021-10-14,2021-11-08,1030,109,3,327,Shirt,Mandarin Collar,M,red,60,25,2021-10-01,Young
Denice Ledrane,Bigender,32,New Beaumouth,Australian Capital Territory,2021-10-14,2021-11-08,1031,112,1,112,Jacket,Cardigan,M,violet,75,25,2021-10-01,Young
Denice Ledrane,Bigender,32,New Beaumouth,Australian Capital Territory,2021-10-14,2021-11-08,1032,102,2,204,Jacket,Windbreaker,M,indigo,56,25,2021-10-01,Young
Denice Ledrane,Bigender,32,New Beaumouth,Australian Capital Territory,2021-10-14,2021-11-08,1033,99,1,99,Trousers,High-Waisted,XL,green,78,25,2021-10-01,Young
Denice Ledrane,Bigender,32,New Beaumouth,Australian Capital Territory,2021-10-14,2021-11-08,1034,94,3,282,Shirt,Henley,M,yellow,71,25,2021-10-01,Young
Denice Ledrane,Bigender,32,New Beaumouth,Australian Capital Territory,2021-10-14,2021-11-08,1035,91,2,182,Shirt,Linen,M,violet,44,25,2021-10-01,Young
Denice Ledrane,Bigender,32,New Beaumouth,Australian Capital Territory,2021-10-14,2021-11-08,1036,106,1,106,Trousers,Wool,S,indigo,45,25,2021-10-01,Young
Emmalee Camin,Bigender,39,South Alexview,South Australia,2021-02-12,2021-03-02,1241,97,2,194,Trousers,Slim-Fit,S,violet,46,18,2021-02-01,Middle Aged
Emmalee Camin,Bigender,39,South Alexview,South Australia,2021-02-12,2021-03-02,1242,102,2,204,Trousers,Cargo Pants,XL,red,45,18,2021-02-01,Middle Aged
Emmalee Camin,Bigender,39,South Alexview,South Australia,2021-02-12,2021-03-02,1243,104,1,104,Shirt,Dress,S,indigo,40,18,2021-02-01,Middle Aged
Emmalee Camin,Bigender,39,South Alexview,South Australia,2021-02-12,2021-03-02,1244,97,2,194,Trousers,Slim-Fit,M,orange,44,18,2021-02-01,Middle Aged
Emmalee Camin,Bigender,39,South Alexview,South Australia,2021-02-12,2021-03-02,1245,91,3,273,Jacket,Pullover,S,indigo,44,18,2021-02-01,Middle Aged
Devonne Martinetto,Genderfluid,59,West Lucy,New South Wales,2021-06-28,2021-07-20,2247,96,3,288,Shirt,Oxford Cloth,XS,green,68,22,2021-06-01,Senior
Devonne Martinetto,Genderfluid,59,West Lucy,New South Wales,2021-06-28,2021-07-20,2248,96,2,192,Shirt,Oxford Cloth,XS,green,68,22,2021-06-01,Senior
Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,2021-07-04,2021-07-17,1865,106,1,106,Shirt,Chambray,M,orange,43,13,2021-07-01,Young
Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,2021-07-04,2021-07-17,1866,90,3,270,Trousers,Relaxed Leg,XL,blue,40,13,2021-07-01,Young
Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,2021-07-04,2021-07-17,1867,95,3,285,Shirt,Polo,L,blue,77,13,2021-07-01,Young
Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,2021-07-04,2021-07-17,1868,97,1,97,Trousers,Slim-Fit,S,blue,49,13,2021-07-01,Young
Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,2021-07-04,2021-07-17,1869,98,1,98,Shirt,Camp Collared,S,violet,80,13,2021-07-01,Young
Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,2021-07-04,2021-07-17,1870,97,1,97,Trousers,Slim-Fit,L,indigo,48,13,2021-07-01,Young
Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,2021-07-04,2021-07-17,1871,100,2,200,Jacket,Bomber,M,indigo,52,13,2021-07-01,Young
Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,2021-07-04,2021-07-17,1872,92,2,184,Shirt,Denim,XS,orange,45,13,2021-07-01,Young
Atlante Dissman,Male,37,Abbeyshire,South Australia,2021-06-07,2021-06-27,3856,90,3,270,Trousers,Relaxed Leg,L,red,63,20,2021-06-01,Middle Aged
Atlante Dissman,Male,37,Abbeyshire,South Australia,2021-06-07,2021-06-27,3857,105,3,315,Shirt,Cuban Collar,L,indigo,65,20,2021-06-01,Middle Aged
Atlante Dissman,Male,37,Abbeyshire,South Australia,2021-06-07,2021-06-27,3858,112,2,224,Jacket,Cardigan,S,yellow,79,20,2021-06-01,Middle Aged
Rowena Soall,Agender,61,Zacville,Western Australia,2021-04-13,2021-04-29,1711,92,1,92,Shirt,Denim,XS,violet,73,16,2021-04-01,Senior
Rowena Soall,Agender,61,Zacville,Western Australia,2021-04-13,2021-04-29,1712,92,2,184,Shirt,Denim,M,orange,50,16,2021-04-01,Senior
Rowena Soall,Agender,61,Zacville,Western Australia,2021-04-13,2021-04-29,1713,118,1,118,Shirt,Flannel,S,red,59,16,2021-04-01,Senior
Rowena Soall,Agender,61,Zacville,Western Australia,2021-04-13,2021-04-29,1714,91,1,91,Jacket,Pullover,XL,red,65,16,2021-04-01,Senior
Rowena Soall,Agender,61,Zacville,Western Australia,2021-04-13,2021-04-29,1715,100,2,200,Jacket,Bomber,M,yellow,71,16,2021-04-01,Senior
Rowena Soall,Agender,61,Zacville,Western Australia,2021-04-13,2021-04-29,1716,118,3,354,Jacket,Puffer,S,green,54,16,2021-04-01,Senior
Bank Sargeaunt,Male,57,Mollyland,New South Wales,2021-03-04,2021-03-12,2249,91,3,273,Jacket,Pullover,S,red,46,8,2021-03-01,Senior
Bank Sargeaunt,Male,57,Mollyland,New South Wales,2021-03-04,2021-03-12,2250,115,3,345,Trousers,Cropped,XL,violet,64,8,2021-03-01,Senior
Bank Sargeaunt,Male,57,Mollyland,New South Wales,2021-03-04,2021-03-12,2251,98,3,294,Jacket,Leather,L,green,71,8,2021-03-01,Senior
Bank Sargeaunt,Male,57,Mollyland,New South Wales,2021-03-04,2021-03-12,2252,109,1,109,Jacket,Peacoat,S,orange,73,8,2021-03-01,Senior
Bank Sargeaunt,Male,57,Mollyland,New South Wales,2021-03-04,2021-03-12,2253,113,3,339,Trousers,Chinos,L,yellow,65,8,2021-03-01,Senior
Dag Schiefersten,Bigender,46,Noahmouth,Northern Territory,2021-01-12,2021-01-30,404,107,3,321,Jacket,Denim,XL,yellow,56,18,2021-01-01,Middle Aged
Dag Schiefersten,Bigender,46,Noahmouth,Northern Territory,2021-01-12,2021-01-30,405,106,3,318,Trousers,Wool,XL,yellow,72,18,2021-01-01,Middle Aged
Dag Schiefersten,Bigender,46,Noahmouth,Northern Territory,2021-01-12,2021-01-30,406,106,2,212,Shirt,Chambray,XL,blue,43,18,2021-01-01,Middle Aged
Dag Schiefersten,Bigender,46,Noahmouth,Northern Territory,2021-01-12,2021-01-30,407,106,3,318,Trousers,Wool,S,yellow,69,18,2021-01-01,Middle Aged
Averyl Atthow,Polygender,53,Calebville,New South Wales,2021-07-12,2021-07-20,1064,94,1,94,Shirt,Henley,XS,yellow,42,8,2021-07-01,Middle Aged
Averyl Atthow,Polygender,53,Calebville,New South Wales,2021-07-12,2021-07-20,1065,118,2,236,Jacket,Puffer,L,blue,48,8,2021-07-01,Middle Aged
Averyl Atthow,Polygender,53,Calebville,New South Wales,2021-07-12,2021-07-20,1066,105,3,315,Trousers,Pleated,XL,indigo,45,8,2021-07-01,Middle Aged
Sonny Tremollet,Male,78,Port Blake,Queensland,2021-09-06,2021-09-08,642,117,2,234,Jacket,Shearling,S,yellow,48,2,2021-09-01,Senior
Sonny Tremollet,Male,78,Port Blake,Queensland,2021-09-06,2021-09-08,643,91,3,273,Shirt,Linen,XL,violet,73,2,2021-09-01,Senior
Sonny Tremollet,Male,78,Port Blake,Queensland,2021-09-06,2021-09-08,644,100,3,300,Jacket,Bomber,M,blue,44,2,2021-09-01,Senior
Anders Couvert,Non-binary,80,East Sienna,New South Wales,2021-03-16,2021-03-25,349,118,2,236,Jacket,Puffer,S,indigo,62,9,2021-03-01,Senior
Anders Couvert,Non-binary,80,East Sienna,New South Wales,2021-03-16,2021-03-25,350,102,1,102,Jacket,Windbreaker,XL,orange,67,9,2021-03-01,Senior
Anders Couvert,Non-binary,80,East Sienna,New South Wales,2021-03-16,2021-03-25,351,112,3,336,Trousers,Tracksuit Bottoms,XL,green,49,9,2021-03-01,Senior
Anders Couvert,Non-binary,80,East Sienna,New South Wales,2021-03-16,2021-03-25,352,97,1,97,Trousers,Slim-Fit,M,red,67,9,2021-03-01,Senior
Bank Sargeaunt,Male,57,Mollyland,New South Wales,2021-08-20,2021-08-22,2697,118,3,354,Jacket,Puffer,M,violet,43,2,2021-08-01,Senior
Bank Sargeaunt,Male,57,Mollyland,New South Wales,2021-08-20,2021-08-22,2698,119,1,119,Shirt,Casual Slim Fit,XS,red,49,2,2021-08-01,Senior
Bank Sargeaunt,Male,57,Mollyland,New South Wales,2021-08-20,2021-08-22,2699,102,2,204,Trousers,Cargo Pants,S,orange,60,2,2021-08-01,Senior
Bank Sargeaunt,Male,57,Mollyland,New South Wales,2021-08-20,2021-08-22,2700,113,1,113,Trousers,Chinos,M,green,49,2,2021-08-01,Senior
Bank Sargeaunt,Male,57,Mollyland,New South Wales,2021-07-27,2021-07-30,4331,90,3,270,Trousers,Relaxed Leg,XS,red,52,3,2021-07-01,Senior
Wren Helgass,Female,59,Port Hannahburgh,Australian Capital Territory,2021-07-08,2021-07-10,2316,91,3,273,Jacket,Pullover,XS,orange,79,2,2021-07-01,Senior
Wren Helgass,Female,59,Port Hannahburgh,Australian Capital Territory,2021-07-08,2021-07-10,2317,113,2,226,Jacket,Parka,XL,blue,47,2,2021-07-01,Senior
Wren Helgass,Female,59,Port Hannahburgh,Australian Capital Territory,2021-07-08,2021-07-10,2318,100,3,300,Jacket,Bomber,XL,indigo,50,2,2021-07-01,Senior
Wren Helgass,Female,59,Port Hannahburgh,Australian Capital Territory,2021-07-08,2021-07-10,2319,94,3,282,Shirt,Henley,S,indigo,45,2,2021-07-01,Senior
Silvie Bortol,Genderfluid,73,Abigailshire,New South Wales,2021-09-28,2021-10-09,2092,109,2,218,Jacket,Peacoat,M,violet,77,11,2021-09-01,Senior
Silvie Bortol,Genderfluid,73,Abigailshire,New South Wales,2021-09-28,2021-10-09,2093,109,3,327,Jacket,Peacoat,XS,blue,48,11,2021-09-01,Senior
Silvie Bortol,Genderfluid,73,Abigailshire,New South Wales,2021-09-28,2021-10-09,2094,91,3,273,Shirt,Linen,S,orange,42,11,2021-09-01,Senior
Silvie Bortol,Genderfluid,73,Abigailshire,New South Wales,2021-09-28,2021-10-09,2095,100,3,300,Jacket,Bomber,M,yellow,71,11,2021-09-01,Senior
Silvie Bortol,Genderfluid,73,Abigailshire,New South Wales,2021-09-28,2021-10-09,2096,93,2,186,Jacket,Coach,XL,red,46,11,2021-09-01,Senior
Silvie Bortol,Genderfluid,73,Abigailshire,New South Wales,2021-09-28,2021-10-09,2097,119,1,119,Jacket,Trench Coat,L,blue,50,11,2021-09-01,Senior
Cristina Jowling,Genderfluid,30,North Andrew,Tasmania,2021-03-14,2021-03-19,1842,112,1,112,Jacket,Cardigan,S,violet,49,5,2021-03-01,Young
Cristina Jowling,Genderfluid,30,North Andrew,Tasmania,2021-03-14,2021-03-19,1843,97,2,194,Trousers,Slim-Fit,M,red,67,5,2021-03-01,Young
Cristina Jowling,Genderfluid,30,North Andrew,Tasmania,2021-03-14,2021-03-19,1844,118,1,118,Shirt,Flannel,XL,orange,50,5,2021-03-01,Young
Cristina Jowling,Genderfluid,30,North Andrew,Tasmania,2021-03-14,2021-03-19,1845,117,1,117,Jacket,Shearling,L,orange,58,5,2021-03-01,Young
Cristina Jowling,Genderfluid,30,North Andrew,Tasmania,2021-03-14,2021-03-19,1846,102,3,306,Trousers,Cargo Pants,S,orange,60,5,2021-03-01,Young
Cristina Jowling,Genderfluid,30,North Andrew,Tasmania,2021-03-14,2021-03-19,1847,95,1,95,Shirt,Polo,XS,violet,67,5,2021-03-01,Young
Taffy Quimby,Non-binary,31,East Xavier,New South Wales,2021-10-21,2021-11-10,2254,96,3,288,Trousers,Drawstring,M,green,52,20,2021-10-01,Young
Taffy Quimby,Non-binary,31,East Xavier,New South Wales,2021-10-21,2021-11-10,2255,92,3,276,Shirt,Denim,XL,yellow,74,20,2021-10-01,Young
Taffy Quimby,Non-binary,31,East Xavier,New South Wales,2021-10-21,2021-11-10,2256,118,3,354,Jacket,Puffer,XL,red,41,20,2021-10-01,Young
Taffy Quimby,Non-binary,31,East Xavier,New South Wales,2021-10-21,2021-11-10,2257,94,2,188,Shirt,Henley,XL,green,64,20,2021-10-01,Young
Taffy Quimby,Non-binary,31,East Xavier,New South Wales,2021-10-21,2021-11-10,2258,94,1,94,Trousers,Cords,S,indigo,60,20,2021-10-01,Young
Taffy Quimby,Non-binary,31,East Xavier,New South Wales,2021-10-21,2021-11-10,2259,109,3,327,Shirt,Mandarin Collar,XL,red,64,20,2021-10-01,Young
Katusha Ceney,Bigender,49,Daughertyport,Queensland,2021-09-09,2021-10-05,28,104,2,208,Shirt,Dress,L,red,79,26,2021-09-01,Middle Aged
Katusha Ceney,Bigender,49,Daughertyport,Queensland,2021-09-09,2021-10-05,29,118,2,236,Jacket,Puffer,L,green,43,26,2021-09-01,Middle Aged
Katusha Ceney,Bigender,49,Daughertyport,Queensland,2021-09-09,2021-10-05,30,106,1,106,Shirt,Chambray,M,violet,72,26,2021-09-01,Middle Aged
Katusha Ceney,Bigender,49,Daughertyport,Queensland,2021-09-09,2021-10-05,31,91,2,182,Jacket,Pullover,XL,violet,69,26,2021-09-01,Middle Aged
Taffy Quimby,Non-binary,31,East Xavier,New South Wales,2021-10-07,2021-11-02,2344,94,2,188,Shirt,Henley,L,green,41,26,2021-10-01,Young
Taffy Quimby,Non-binary,31,East Xavier,New South Wales,2021-10-07,2021-11-02,2345,95,1,95,Shirt,Polo,L,orange,63,26,2021-10-01,Young
Taffy Quimby,Non-binary,31,East Xavier,New South Wales,2021-10-07,2021-11-02,2346,93,3,279,Jacket,Coach,S,blue,47,26,2021-10-01,Young
Taffy Quimby,Non-binary,31,East Xavier,New South Wales,2021-10-07,2021-11-02,2347,113,2,226,Jacket,Parka,S,violet,67,26,2021-10-01,Young
Taffy Quimby,Non-binary,31,East Xavier,New South Wales,2021-10-07,2021-11-02,2348,119,2,238,Shirt,Casual Slim Fit,XS,green,69,26,2021-10-01,Young
Taffy Quimby,Non-binary,31,East Xavier,New South Wales,2021-10-07,2021-11-02,2349,106,3,318,Trousers,Wool,M,red,58,26,2021-10-01,Young
Taffy Quimby,Non-binary,31,East Xavier,New South Wales,2021-03-16,2021-04-06,2840,98,3,294,Shirt,Camp Collared,XL,green,61,21,2021-03-01,Young
Taffy Quimby,Non-binary,31,East Xavier,New South Wales,2021-03-16,2021-04-06,2841,113,3,339,Jacket,Parka,L,blue,61,21,2021-03-01,Young
Taffy Quimby,Non-binary,31,East Xavier,New South Wales,2021-03-16,2021-04-06,2842,98,1,98,Jacket,Leather,L,blue,62,21,2021-03-01,Young
Taffy Quimby,Non-binary,31,East Xavier,New South Wales,2021-03-16,2021-04-06,2843,112,2,224,Trousers,Tracksuit Bottoms,XS,green,69,21,2021-03-01,Young
Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-10-10,2021-10-15,1012,102,2,204,Jacket,Windbreaker,S,yellow,66,5,2021-10-01,Senior
Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-10-10,2021-10-15,1013,106,2,212,Shirt,Chambray,S,blue,61,5,2021-10-01,Senior
Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-10-10,2021-10-15,1014,94,1,94,Trousers,Cords,XS,blue,60,5,2021-10-01,Senior
Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-10-10,2021-10-15,1015,109,1,109,Jacket,Peacoat,XL,orange,69,5,2021-10-01,Senior
Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-10-10,2021-10-15,1016,106,1,106,Trousers,Wool,S,indigo,45,5,2021-10-01,Senior
Hadley Baddam,Non-binary,79,West Noah,Queensland,2021-10-10,2021-10-15,1017,118,3,354,Jacket,Puffer,S,violet,46,5,2021-10-01,Senior
Ira Dafforne,Non-binary,57,Sophiemouth,Tasmania,2021-10-15,2021-10-16,43,109,3,327,Shirt,Mandarin Collar,XS,yellow,45,1,2021-10-01,Senior
Ira Dafforne,Non-binary,57,Sophiemouth,Tasmania,2021-10-15,2021-10-16,44,113,2,226,Trousers,Chinos,XS,blue,69,1,2021-10-01,Senior
Ira Dafforne,Non-binary,57,Sophiemouth,Tasmania,2021-10-15,2021-10-16,45,107,3,321,Jacket,Denim,S,orange,51,1,2021-10-01,Senior
Dulcia Gawthorpe,Bigender,46,North Lillian,Australian Capital Territory,2021-06-15,2021-06-27,1451,112,3,336,Trousers,Tracksuit Bottoms,XS,yellow,76,12,2021-06-01,Middle Aged
Dulcia Gawthorpe,Bigender,46,North Lillian,Australian Capital Territory,2021-06-15,2021-06-27,1452,95,1,95,Shirt,Polo,M,red,70,12,2021-06-01,Middle Aged
Dulcia Gawthorpe,Bigender,46,North Lillian,Australian Capital Territory,2021-06-15,2021-06-27,1453,119,2,238,Shirt,Casual Slim Fit,S,violet,50,12,2021-06-01,Middle Aged
Dulcia Gawthorpe,Bigender,46,North Lillian,Australian Capital Territory,2021-06-15,2021-06-27,1454,113,1,113,Trousers,Chinos,XS,orange,53,12,2021-06-01,Middle Aged
Dulcia Gawthorpe,Bigender,46,North Lillian,Australian Capital Territory,2021-06-15,2021-06-27,1455,109,1,109,Jacket,Peacoat,M,green,49,12,2021-06-01,Middle Aged
Dulcia Gawthorpe,Bigender,46,North Lillian,Australian Capital Territory,2021-06-15,2021-06-27,1456,94,3,282,Trousers,Cords,M,green,76,12,2021-06-01,Middle Aged
Dulcia Gawthorpe,Bigender,46,North Lillian,Australian Capital Territory,2021-06-15,2021-06-27,1457,113,2,226,Jacket,Parka,M,orange,51,12,2021-06-01,Middle Aged
Dulcia Gawthorpe,Bigender,46,North Lillian,Australian Capital Territory,2021-06-15,2021-06-27,1458,113,2,226,Trousers,Chinos,XL,yellow,59,12,2021-06-01,Middle Aged
Dulcia Gawthorpe,Bigender,46,North Lillian,Australian Capital Territory,2021-06-15,2021-06-27,1459,109,1,109,Jacket,Peacoat,M,blue,71,12,2021-06-01,Middle Aged
Dulcia Gawthorpe,Bigender,46,North Lillian,Australian Capital Territory,2021-06-15,2021-06-27,1460,97,2,194,Trousers,Slim-Fit,S,indigo,41,12,2021-06-01,Middle Aged
Brenden Roast,Genderfluid,54,Siennabury,New South Wales,2021-06-18,2021-07-06,2260,112,2,224,Jacket,Cardigan,XS,red,51,18,2021-06-01,Middle Aged
Brenden Roast,Genderfluid,54,Siennabury,New South Wales,2021-06-18,2021-07-06,2261,109,2,218,Jacket,Peacoat,M,green,49,18,2021-06-01,Middle Aged
Brenden Roast,Genderfluid,54,Siennabury,New South Wales,2021-06-18,2021-07-06,2262,104,1,104,Shirt,Dress,XS,red,63,18,2021-06-01,Middle Aged
Brenden Roast,Genderfluid,54,Siennabury,New South Wales,2021-06-18,2021-07-06,2263,112,2,224,Jacket,Cardigan,L,green,63,18,2021-06-01,Middle Aged
Brenden Roast,Genderfluid,54,Siennabury,New South Wales,2021-06-18,2021-07-06,2264,98,1,98,Jacket,Leather,XS,yellow,73,18,2021-06-01,Middle Aged
Phillipe Gatecliffe,Male,35,Jettstad,Australian Capital Territory,2021-01-26,2021-02-02,4290,106,1,106,Trousers,Wool,L,red,74,7,2021-01-01,Young
Phillipe Gatecliffe,Male,35,Jettstad,Australian Capital Territory,2021-01-26,2021-02-02,4291,115,3,345,Trousers,Cropped,M,indigo,73,7,2021-01-01,Young
Phillipe Gatecliffe,Male,35,Jettstad,Australian Capital Territory,2021-01-26,2021-02-02,4292,119,2,238,Jacket,Trench Coat,M,blue,46,7,2021-01-01,Young
Phillipe Gatecliffe,Male,35,Jettstad,Australian Capital Territory,2021-01-26,2021-02-02,4293,112,3,336,Jacket,Cardigan,XS,indigo,70,7,2021-01-01,Young
Paul McGavigan,Genderfluid,74,Kuhntown,Victoria,2021-03-17,2021-04-08,2036,100,3,300,Jacket,Bomber,XL,red,62,22,2021-03-01,Senior
Paul McGavigan,Genderfluid,74,Kuhntown,Victoria,2021-03-17,2021-04-08,2037,117,1,117,Jacket,Shearling,S,blue,72,22,2021-03-01,Senior
Paul McGavigan,Genderfluid,74,Kuhntown,Victoria,2021-03-17,2021-04-08,2038,102,1,102,Jacket,Windbreaker,L,green,62,22,2021-03-01,Senior
Paul McGavigan,Genderfluid,74,Kuhntown,Victoria,2021-03-17,2021-04-08,2039,113,2,226,Trousers,Chinos,XS,blue,69,22,2021-03-01,Senior
Paul McGavigan,Genderfluid,74,Kuhntown,Victoria,2021-03-17,2021-04-08,2040,119,1,119,Shirt,Casual Slim Fit,XS,indigo,57,22,2021-03-01,Senior
Paul McGavigan,Genderfluid,74,Kuhntown,Victoria,2021-03-17,2021-04-08,2041,107,2,214,Jacket,Denim,S,violet,73,22,2021-03-01,Senior
Kakalina Ragge,Genderqueer,42,South Alexandraview,Queensland,2021-08-11,2021-09-01,4082,95,2,190,Shirt,Polo,M,indigo,62,21,2021-08-01,Middle Aged
Kakalina Ragge,Genderqueer,42,South Alexandraview,Queensland,2021-08-11,2021-09-01,4083,118,2,236,Jacket,Puffer,XL,green,42,21,2021-08-01,Middle Aged
